"Path","Category","Subcategory","AssetName","TypeName","BodyTypes","AnimationCount","Animations","VariantCount","Variants","RecolorMaterial","RecolorPalettes","LayerCount","LayerPaths","Licenses","AuthorCount"
"arms/wrists/wrists_cuffs_lace.json","arms","wrists","Lace Cuffs","wrists","female;male;muscular;pregnant;teen","13","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;climb;jump;sit;emote;run","0","","cloth","ulpc;all.lpcr","1","arms/wrists/lace/male/;arms/wrists/lace/thin/","OGA-BY 3.0","2"
"body/body.json","body","","Body Color","body","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","1","body/bodies/child/;body/bodies/female/;body/bodies/male/;body/bodies/muscular/;body/bodies/pregnant/;body/bodies/teen/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","17"
"body/shadow.json","body","","Shadow","shadow","child;female;male;muscular;pregnant;teen","0","","1","shadow","","","1","shadow/adult/;shadow/child/","CC0","1"
"body/wheelchair.json","body","","Wheelchair","wheelchair","female;male;muscular;pregnant;teen","1","wheelchair","5","black;blue;pink;tan;white","","","2","body/wheelchair/adult/background/;body/wheelchair/adult/foreground/","CC-BY 3.0;OGA-BY 3.0","1"
"body/lizard/wings_lizard_bat.json","body","lizard","Batlike Lizard Wings","wings","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","2","body/wings/bat/lizard/adult/bg/;body/wings/bat/lizard/adult/fg/","OGA-BY 3.0","2"
"body/lizard/tail_lizard.json","body","lizard","Lizard tail","tail","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","2","body/tail/lizard/adult/bg/;body/tail/lizard/adult/fg/;body/tail/lizard/child/bg/;body/tail/lizard/child/fg/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"body/lizard/wings_lizard.json","body","lizard","Lizard Wings","wings","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","body","ulpc;lpcr;all.lpcr","2","body/wings/lizard/adult/bg/;body/wings/lizard/adult/fg/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"body/prostheses/prosthesis_hook.json","body","prostheses","Hook hand","prosthesis_hand","male","0","","1","hook","","","2","body/prosthesis/hook/male/;body/prosthesis/hook/male/mask/","CC-BY-SA 3.0","1"
"body/prostheses/prosthesis_peg_leg.json","body","prostheses","Peg leg","prosthesis_leg","male","0","","1","peg_leg","","","2","body/prosthesis/peg_leg/male/;body/prosthesis/peg_leg/male/mask/","CC-BY-SA 3.0","1"
"body/special/body_skeleton.json","body","special","Skeleton","body","female;male;teen","0","","1","skeleton","","","1","body/bodies/skeleton/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"body/special/body_zombie.json","body","special","Zombie","body","female;male;teen","0","","1","zombie","","","1","body/bodies/zombie/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","5"
"body/tails/tail_cat.json","body","tails","Cat Tail","tail","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/tail/cat/adult/bg/;body/tail/cat/adult/fg/;body/tail/cat/child/bg/;body/tail/cat/child/fg/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"body/tails/tail_wolf_fluffy.json","body","tails","Fluffy Wolf Tail","tail","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/tail/fluffy/adult/bg/;body/tail/fluffy/adult/fg/;body/tail/fluffy/child/bg/;body/tail/fluffy/child/fg/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"body/tails/tail_lizard_alt.json","body","tails","Lizard Tail (Alt Colors)","tail","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/tail/lizard/alt/adult/bg/;body/tail/lizard/alt/adult/fg/;body/tail/lizard/alt/child/bg/;body/tail/lizard/alt/child/fg/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"body/tails/tail_wolf.json","body","tails","Wolf Tail","tail","child;female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/tail/wolf/adult/bg/;body/tail/wolf/adult/fg/;body/tail/wolf/child/bg/;body/tail/wolf/child/fg/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"body/wings/wings_bat.json","body","wings","Bat Wings","wings","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","44","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;light;amber;olive;taupe;bronze;brown;lavender;zombie_green;pale_green;bright_green;dark_green;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/wings/bat/adult/bg/;body/wings/bat/adult/fg/","OGA-BY 3.0","2"
"body/wings/wings_feathered.json","body","wings","Feathered Wings","wings","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/wings/feathered/adult/bg/;body/wings/feathered/adult/fg/","OGA-BY 3.0","3"
"body/wings/wings_lizard_alt.json","body","wings","Lizard Wings (Alt Colors)","wings","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","blonde;ash;sandy;platinum;strawberry;redhead;ginger;carrot;chestnut;light brown;dark brown;black;raven;dark gray;gray;white;red;orange;gold;green;blue;navy;violet;purple;pink;rose;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","2","body/wings/lizard/alt/adult/bg/;body/wings/lizard/alt/adult/fg/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","3"
"body/wings/wings_lunar.json","body","wings","Lunar Wings","wings","child;female;male;muscular;pregnant;teen","0","","29","lunar;amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/lunar/bg/;body/wings/lunar/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/dragonfly/wings_dragonfly.json","body","wings/dragonfly","Dragonfly Wings","wings","child;female;male;muscular;pregnant;teen","0","","29","dragonfly;amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/dragonfly/solid/bg/;body/wings/dragonfly/solid/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/dragonfly/wings_dragonfly_transparent.json","body","wings/dragonfly","Transparent Dragonfly Wings","wings","child;female;male;muscular;pregnant;teen","0","","29","dragonfly;amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/dragonfly/transparent/bg/;body/wings/dragonfly/transparent/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/monarch/wings_monarch.json","body","wings/monarch","Monarch Wings","wings","child;female;male;muscular;pregnant;teen","0","","29","monarch;amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/monarch/base/bg/;body/wings/monarch/base/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/monarch/wings_monarch_dots.json","body","wings/monarch","Monarch Wings Dots","wings_dots","child;female;male;muscular;pregnant;teen","0","","28","amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/monarch/dots/bg/;body/wings/monarch/dots/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/monarch/wings_monarch_edge.json","body","wings/monarch","Monarch Wings Edge","wings_edge","child;female;male;muscular;pregnant;teen","0","","28","amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/monarch/edge/bg/;body/wings/monarch/edge/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/pixie/wings_pixie.json","body","wings/pixie","Pixie Wings","wings","child;female;male;muscular;pregnant;teen","0","","29","pixie;amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/pixie/solid/bg/;body/wings/pixie/solid/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wings/pixie/wings_pixie_transparent.json","body","wings/pixie","Transparent Pixie Wings","wings","child;female;male;muscular;pregnant;teen","0","","29","pixie;amber;black;blue;bluegray;bright_green;bronze;brown;ceramic;forest;gold;green;iron;lavender;light;maroon;navy;orange;pale_green;pink;purple;red;rose;silver;sky;teal;white;yellow;zombie_green","","","2","body/wings/pixie/transparent/bg/;body/wings/pixie/transparent/fg/","CC-BY-SA 4.0;OGA-BY 4.0","1"
"body/wounds/wound_arm.json","body","wounds","Arm","wound_arm","female;male;muscular;pregnant;teen","0","","1","red","","","1","body/wound/arm/","CC-BY-SA 3.0;GPL 3.0","2"
"body/wounds/wound_brain.json","body","wounds","Brain","wound_brain","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","1","red","","","1","body/wound/brain/","CC-BY-SA 3.0;GPL 3.0","2"
"body/wounds/wound_eye_left.json","body","wounds","Left Eye","wound_eye_left","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","1","red","","","1","body/wound/eye_left/","CC-BY-SA 3.0;GPL 3.0","3"
"body/wounds/wound_mouth.json","body","wounds","Mouth","wound_mouth","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","1","red","","","1","body/wound/mouth/","CC-BY-SA 3.0;GPL 3.0","2"
"body/wounds/wound_ribs.json","body","wounds","Ribs","wound_ribs","female;male;muscular;pregnant;teen","0","","1","red","","","1","body/wound/ribs/","CC-BY-SA 3.0;GPL 3.0","2"
"body/wounds/wound_eye_right.json","body","wounds","Right Eye","wound_eye_right","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","1","red","","","1","body/wound/eye_right/","CC-BY-SA 3.0;GPL 3.0","2"
"feet/feet_armour.json","feet","","Armour","shoes","female;male;muscular;pregnant;teen","7","spellcast;thrust;walk;slash;shoot;hurt;idle","8","steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/armour/plate/female/;feet/armour/plate/male/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","2"
"feet/feet_hoofs.json","feet","","Hoofs","shoes","female;male;muscular;pregnant;teen","7","spellcast;thrust;walk;slash;shoot;hurt;idle","21","light;amber;olive;taupe;bronze;brown;black;lavender;blue;zombie_green;green;pale_green;bright_green;dark_green;fur_black;fur_brown;fur_tan;fur_copper;fur_gold;fur_grey;fur_white","","","1","feet/hoofs/female/;feet/hoofs/male/","CC-BY-SA 3.0;GPL 3.0","2"
"feet/feet_sandals.json","feet","","Sandals","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/sandals/male/;feet/sandals/thin/","CC-BY-SA 3.0;GPL 2.0;GPL 3.0;OGA-BY 3.0","4"
"feet/feet_slippers.json","feet","","Slippers","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","24","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow","","","1","feet/slippers/male/;feet/slippers/thin/","CC-BY-SA 3.0;GPL 3.0","4"
"feet/accessory/feet_plate_toe.json","feet","accessory","Plated Toe","shoes_toe","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","8","steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/accessory/plate_toe/male/;feet/accessory/plate_toe/thin/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"feet/accessory/feet_plate_toe_thick.json","feet","accessory","Thick Plated Toe","shoes_toe","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","8","steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/accessory/plate_toe_thick/male/;feet/accessory/plate_toe_thick/thin/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"feet/boots/feet_boots_basic.json","feet","boots","Basic Boots","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/boots/basic/male/;feet/boots/basic/thin/","CC-BY-SA 3.0;GPL 2.0;GPL 3.0;OGA-BY 3.0","3"
"feet/boots/feet_boots_fold.json","feet","boots","Folded Rim Boots","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/boots/fold/male/;feet/boots/fold/thin/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"feet/boots/feet_boots_revised.json","feet","boots","Revised Boots","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/boots/revised/male/;feet/boots/revised/thin/","GPL 3.0;OGA-BY 3.0","5"
"feet/boots/feet_boots_rim.json","feet","boots","Rimmed Boots","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/boots/rimmed/male/;feet/boots/rimmed/thin/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","1"
"feet/shoes/feet_shoes_basic.json","feet","shoes","Basic Shoes","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/shoes/basic/male/;feet/shoes/basic/thin/","CC-BY-SA 3.0;GPL 3.0;OGA-BY 3.0","4"
"feet/shoes/feet_shoes_ghillies.json","feet","shoes","Ghillies","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/shoes/ghillies/male/;feet/shoes/ghillies/thin/","CC-BY-SA 3.0;GPL 3.0","5"
"feet/shoes/feet_shoes_revised.json","feet","shoes","Revised Shoes","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","32","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/shoes/revised/male/;feet/shoes/revised/thin/","GPL 3.0;OGA-BY 3.0","5"
"feet/shoes/feet_shoes_sara.json","feet","shoes","Sara Shoes","shoes","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","33","sara;black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow;steel;iron;ceramic;brass;copper;bronze;silver;gold","","","1","feet/shoes/sara/male/;feet/shoes/sara/thin/","CC-BY 3.0+;GPL 2.0;GPL 3.0;OGA-BY 3.0","5"
"feet/socks/feet_socks_ankle.json","feet","socks","Ankle Socks","socks","female;male;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","24","leather;black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow","","","1","feet/socks/ankle/male/;feet/socks/ankle/thin/","GPL 3.0;OGA-BY 3.0","5"
"feet/socks/feet_socks_high.json","feet","socks","High Socks","socks","female;male;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","24","leather;black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow","","","1","feet/socks/high/male/;feet/socks/high/thin/","GPL 3.0;OGA-BY 3.0","5"
"feet/socks/feet_socks_tabi.json","feet","socks","Tabi Socks","socks","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","24","black;blue;bluegray;brown;charcoal;forest;gray;green;lavender;leather;maroon;navy;orange;pink;purple;red;rose;sky;slate;tan;teal;walnut;white;yellow","","","1","feet/socks/tabi/male/;feet/socks/tabi/thin/","CC-BY 3.0+;GPL 3.0;OGA-BY 3.0+","3"
"hair/afro/hair_afro.json","hair","afro","Afro","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/afro/adult/","CC0","1"
"hair/afro/hair_cornrows.json","hair","afro","Cornrows","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/cornrows/adult/","CC0","2"
"hair/afro/hair_dreadlocks_long.json","hair","afro","Dreadlocks long","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/dreadlocks_long/adult/","CC0","1"
"hair/afro/hair_dreadlocks_short.json","hair","afro","Dreadlocks short","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/dreadlocks_short/adult/","CC0","2"
"hair/afro/hair_flat_top_fade.json","hair","afro","Flat top fade","hair","female;male;muscular;pregnant;teen","17","spellcast;thrust;walk;slash;shoot;hurt;watering;idle;jump;run;sit;emote;climb;combat;1h_slash;1h_backslash;1h_halfslash","0","","hair","ulpc;lpcr;all.lpcr","1","hair/flat_top_fade/adult/","CC0","2"
